Region,Board Number,Board Name,Board Type,Board Language,School Number,School Name,School Level,School Language,School Type,School Special Conditions,Suite,PO Box,Street,City,Province,Postal Code,Phone,Fax,Grade Range,Date Open,Email,Website,Board Website
East Region,B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),English,756830,Sacred Heart Catholic School,Elementary,English,Catholic,Not applicable,,,50 Bursthall St,Marmora,Ontario,K0K2M0,613-472-2625,613-472-0540,JK-8,01/09/1969,flhpshrm@alcdsb.on.ca,https://www.alcdsb.on.ca/school/shrm/Pages/default.aspx,http://www.alcdsb.on.ca
East Region,B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),English,764370,Sacred Heart Catholic School,Elementary,English,Catholic,Not applicable,,,31 Thomas Bata Blvd,Batawa,Ontario,K0K1E0,613-398-6393,613-398-0589,JK-8,01/09/1969,flhpshrb@alcdsb.on.ca,https://www.alcdsb.on.ca/school/shrb/Pages/default.aspx,http://www.alcdsb.on.ca
East Region,B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),English,868370,Sacred Heart Catholic School,Elementary,English,Catholic,Not applicable,,,57 Hwy 95,Wolfe Island,Ontario,K0H2Y0,613-385-2348,613-385-1415,JK-8,01/09/1969,flhpshrt@alcdsb.on.ca,https://www.alcdsb.on.ca/school/shrt/Pages/default.aspx,http://www.alcdsb.on.ca
East Region,B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),English,781142,St Carthagh Catholic School,Elementary,English,Catholic,Not applicable,,,114 Hungerford Rd,Tweed,Ontario,K0K3J0,613-478-2601,613-478-6127,JK-8,01/09/1969,flhpcart@alcdsb.on.ca,https://www.alcdsb.on.ca/school/cart/Pages/default.aspx,http://www.alcdsb.on.ca
East Region,B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),English,756642,St Francis of Assisi Catholic School,Elementary,English,Catholic,Not applicable,,,114 Wiley Street,Kingston,Ontario,K7K5B5,613-546-5981,613-546-0463,JK-8,22/12/2016,flhpstfa@alcdsb.on.ca,https://www.alcdsb.on.ca/school/stfa/Pages/default.aspx,http://www.alcdsb.on.ca
East Region,B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),English,796220,St Gregory Catholic School,Elementary,English,Catholic,Not applicable,,,7 Owen St,Picton,Ontario,K0K2T0,613-476-2461,613-476-8937,JK-8,01/09/1969,flhpgreg@alcdsb.on.ca,https://www.alcdsb.on.ca/school/greg/Pages/default.aspx,http://www.alcdsb.on.ca
East Region,B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),English,799556,St James Major,Elementary,English,Catholic,Not applicable,,,14608 Hwy. #38,Sharbot Lake,Ontario,K0H2P0,613-279-3300,613-279-1120,JK-8,01/09/1994,flhpjams@alcdsb.on.ca,https://www.alcdsb.on.ca/school/jams/Pages/default.aspx,http://www.alcdsb.on.ca
East Region,B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),English,815330,St Joseph Catholic School,Elementary,English,Catholic,Not applicable,,,405 Bridge St E,Belleville,Ontario,K8N1P7,613-962-3653,613-391-0170,JK-8,01/09/1969,flhpjose@alcdsb.on.ca,https://www.alcdsb.on.ca/school/jose/Pages/default.aspx,http://www.alcdsb.on.ca
East Region,B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),English,830984,St Marguerite Bourgeoys Catholic School,Elementary,English,Catholic,Not applicable,,,355 Waterloo Ave,Kingston,Ontario,K7M8P5,613-549-4499,613-549-9903,JK-8,01/09/1998,flhpmarg@alcdsb.on.ca,https://www.alcdsb.on.ca/school/marg/Pages/default.aspx,http://www.alcdsb.on.ca
East Region,B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),English,823570,St Martha Catholic School,Elementary,English,Catholic,Not applicable,,,455 St Martha St,Kingston,Ontario,K7K7C2,613-544-4050,613-544-5341,JK-8,01/09/1994,flhpmart@alcdsb.on.ca,https://www.alcdsb.on.ca/school/mart/Pages/default.aspx,http://www.alcdsb.on.ca
East Region,B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),English,824330,St Martin of Tours Catholic School,Elementary,English,Catholic,Not applicable,,,62 Post Street,Whitney,Ontario,K0J2M0,613-637-2720,613-637-2873,JK-8,01/09/1969,flhpmarn@alcdsb.on.ca,https://www.alcdsb.on.ca/school/marn/Pages/default.aspx,http://www.alcdsb.on.ca
East Region,B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),English,831840,St Mary Catholic School,Elementary,English,Catholic,Not applicable,,,85 Campbell St,Trenton,Ontario,K8V3A2,613-392-3538,613-392-2368,JK-6,01/09/1969,flhpstmt@alcdsb.on.ca,https://www.alcdsb.on.ca/school/stmt/Pages/default.aspx,http://www.alcdsb.on.ca
East Region,B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),English,865125,St Mary Catholic School,Elementary,English,Catholic,Not applicable,,,1285 Read Rd RR 1,Shannonville,Ontario,K0K3A0,613-396-5430,613-396-6555,JK-8,01/09/1969,flhpstms@alcdsb.on.ca,https://www.alcdsb.on.ca/school/stms/Pages/default.aspx,http://www.alcdsb.on.ca
East Region,B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),English,834688,St Michael Catholic School,Elementary,English,Catholic,Not applicable,,,273 Church St,Belleville,Ontario,K8N3C7,613-968-5765,613-391-0171,JK-8,01/09/1969,flhpmich@alcdsb.on.ca,https://www.alcdsb.on.ca/school/mich/Pages/default.aspx,http://www.alcdsb.on.ca
East Region,B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),English,764248,St Patrick Catholic School,Elementary,English,Catholic,Not applicable,,,6041 HW Y 41,Erinsville,Ontario,K0K2A0,613-379-2991,613-379-5627,JK-8,30/09/1971,flhpstpe@alcdsb.on.ca,https://www.alcdsb.on.ca/school/stpe/Pages/default.aspx,http://www.alcdsb.on.ca
East Region,B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),English,841773,St Patrick Catholic School,Elementary,English,Catholic,Not applicable,,,3889 Wilton Rd,Harrowsmith,Ontario,K0H1V0,613-372-2251,613-372-2726,JK-8,01/09/1969,flhpstph@alcdsb.on.ca,https://www.alcdsb.on.ca/school/stph/Pages/default.aspx,http://www.alcdsb.on.ca
East Region,B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),English,706744,St Paul Catholic Elementary School,Elementary,English,Catholic,Not applicable,,,15 Tripp Blvd,Trenton,Ontario,K8V6M2,613-394-4843,613-394-2684,08-Jul,31/08/2013,flhppass@alcdsb.on.ca,www.alcdsb.on.ca/school/pass,http://www.alcdsb.on.ca
East Region,B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),English,842761,St Paul Catholic School,Elementary,English,Catholic,Not applicable,,,266 McMahon Ave,Kingston,Ontario,K7M3H2,613-542-6101,613-542-3784,JK-8,01/09/1969,flhppaul@alcdsb.on.ca,https://www.alcdsb.on.ca/school/paul/Pages/default.aspx,http://www.alcdsb.on.ca
East Region,B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),English,841358,St Paul Catholic Secondary School,Secondary,English,Catholic,Not applicable,,,15 Tripp Blvd,Trenton,Ontario,K8V6M2,613-394-4843,613-394-2684,12-Sep,01/09/1988,flhppass@alcdsb.on.ca,www.alcdsb.on.ca/school/pass,http://www.alcdsb.on.ca
East Region,B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),English,845493,St Peter Catholic School,Elementary,English,Catholic,Not applicable,,,15A Tripp Blvd,Trenton,Ontario,K8V6M2,613-392-6577,613-392-3191,JK-8,01/09/1969,flhppett@alcdsb.on.ca,https://www.alcdsb.on.ca/school/pett/Pages/default.aspx,http://www.alcdsb.on.ca
East Region,B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),English,851752,St Theresa Catholic Secondary School,Secondary,English,Catholic,Not applicable,,,135 Adam St,Belleville,Ontario,K8N5S1,613-968-6993,613-968-9470,12-Sep,01/09/1998,flhpthss@alcdsb.on.ca,www.alcdsb.on.ca/school/thss,http://www.alcdsb.on.ca
East Region,B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),English,856150,St Thomas More Catholic School,Elementary,English,Catholic,Not applicable,,,234 Norman Rogers Dr,Kingston,Ontario,K7M2R4,613-542-1575,613-544-3970,JK-8,01/09/1969,flhpsttm@alcdsb.on.ca,https://www.alcdsb.on.ca/school/sttm/Pages/default.aspx,http://www.alcdsb.on.ca
East Region,B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),English,724068,St. John XXIII Catholic School,Elementary,English,Catholic,Not applicable,,,736 High Gate Park Dr,Kingston,Ontario,K7M5Z9,613-389-4388,613-389-9995,JK-8,01/09/1972,flhpjohn@alcdsb.on.ca,https://www.alcdsb.on.ca/school/john/Pages/default.aspx,http://www.alcdsb.on.ca
East Region,B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),English,773875,St. Teresa of Calcutta Catholic School,Elementary,English,Catholic,Not applicable,,,1044 Lancaster Dr,Kingston,Ontario,K7P2L6,613-384-8644,613-384-0183,JK-8,01/09/1988,flhptrsa@alcdsb.on.ca,https://www.alcdsb.on.ca/school/trsa/Pages/default.aspx,http://www.alcdsb.on.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,993263,AMDSB Centres for Employment & Learning Night School,Secondary,English,Public,Continuing Education,,,62 Chalk St N,Seaforth,Ontario,N0K1W0,519-527-0111,519-527-0222,12-Sep,06/12/1973,,thecentreforemploymentandlearning.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,019313,Anne Hathaway Public School,Elementary,English,Public,Not applicable,,,77 Bruce St,Stratford,Ontario,N5A4A2,519-271-8576,519-271-8516,JK-6,01/09/1969,annoffice@ed.amdsb.ca,annehathaway.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,980358,Avon Maitland DSB Summer School,Secondary,English,Public,Summer,,,428 Forman,Stratford,Ontario,N5A6R7,519-271-9740,,No Grades Applicable,30/06/1981,,amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,893048,Avon Maitland District E-learning Centre,Secondary,English,Public,Not applicable,,,165 Princess St E,Clinton,Ontario,N0M1L0,519-482-5428,519-482-8795,12-Sep,01/09/2001,amdec.office@ed.amdsb.ca,amdec.avonmaitlandsecondary.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,020878,Avon Maitland Remote Learning School,Elementary,English,Public,Temporary Remote Learning School,,,62 Chalk Street,Seaforth,Ontario,N0K1W0,519-527-0111,519-527-0222,JK-8,01/09/2020,,amrls.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,028673,Avon Public School,Elementary,English,Public,Not applicable,,,31 Huntingdon Ave,Stratford,Ontario,N5A6N7,519-271-2905,519-271-0406,JK-6,01/09/1969,avooffice@ed.amdsb.ca,avon.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,039306,Bedford Public School,Elementary,English,Public,Not applicable,,,59 Bedford Dr,Stratford,Ontario,N5A5J7,519-273-1190,519-273-7001,JK-6,01/09/1969,bedoffice@ed.amdsb.ca,bedford.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,272319,Bluewater Coast Elementary Public School,Elementary,English,Public,Not applicable,,,85 York Street,Hensall,Ontario,N0M1X0,519-262-2833,519-262-2323,JK-6,01/09/2012,bceoffice@ed.amdsb.ca,bluewatercoast.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,066699,Brookside Public School,Elementary,English,Public,Not applicable,,,36937 Belgrave Road RR 7,Lucknow,Ontario,N0G2H0,519-529-7900,519-529-3142,JK-8,01/09/1969,brooffice@ed.amdsb.ca,brookside.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,899569,Central Huron Secondary School,Secondary,English,Public,Not applicable,,,165 Princess St E,Clinton,Ontario,N0M1L0,519-482-3471,519-482-9718,12-Sep,01/09/1969,chsoffice@ed.amdsb.ca,chss.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,093718,Central Perth Elementary School,Elementary,English,Public,Not applicable,,,4663 Road 135 RR 1,Sebringville,Ontario,N0K1X0,519-393-5300,519-393-5540,JK-8,01/09/1969,cenoffice@ed.amdsb.ca,http://www.avonmaitlandschools.ca/centralperth/,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,112917,Clinton Public School,Elementary,English,Public,Not applicable,,,27 Percival St,Clinton,Ontario,N0M1L0,519-482-9424,519-482-9775,JK-8,01/09/1969,clioffice@ed.amdsb.ca,clinton.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,145912,Downie Central Public School,Elementary,English,Public,Not applicable,,,4384 Line 20 RR 2,St Pauls,Ontario,N0K1V0,519-393-6196,519-393-8168,JK-8,01/09/1969,dowoffice@ed.amdsb.ca,downie.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,175170,Elma Township Public School,Elementary,English,Public,Not applicable,,,5972 Line 72 RR 2,Atwood,Ontario,N0G1B0,519-356-2241,519-356-2242,JK-8,01/09/1969,elmoffice@ed.amdsb.ca,elma.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,190527,Exeter Elementary School,Elementary,English,Public,Not applicable,,,93 Victoria St E,Exeter,Ontario,N0M1S1,519-235-2630,519-235-3700,JK-6,01/09/1969,exeoffice@ed.amdsb.ca,exeter.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,953776,F E Madill Secondary School,Secondary,English,Public,Not applicable,,,231 Madill Dr,Wingham,Ontario,N0G2W0,519-357-1800,519-357-4137,12-Sep,01/09/1969,femoffice@ed.amdsb.ca,femss.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,181908,F. E. Madill Elementary,Elementary,English,Public,Not applicable,,,231 Madill Drive,Wingham,Ontario,N0G2W0,519-357-1800,519-357-4137,08-Jul,01/09/2012,femoffice@ed.amdsb.ca,femss.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,450242,GDCI - Elementary,Elementary,English,Public,Not applicable,,,260 South St,Goderich,Ontario,N7A3M5,519-524-7353,519-524-1710,08-Jul,01/09/2010,gdcoffice@ed.amdsb.ca,gdci.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,913600,Goderich District Collegiate Institute,Secondary,English,Public,Not applicable,,,260 South St,Goderich,Ontario,N7A3M5,519-524-7353,519-524-1710,12-Sep,01/09/1969,gdcoffice@ed.amdsb.ca,gdci.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,478133,Goderich Public School,Elementary,English,Public,Not applicable,,,125 Blake St W,Goderich,Ontario,N7A1Z1,519-524-8972,519-524-4345,JK-6,01/09/2009,gpsoffice@ed.amdsb.ca,goderich.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,242527,Hamlet Public School,Elementary,English,Public,Not applicable,,,315 West Gore St,Stratford,Ontario,N5A7N4,519-271-2826,519-273-2577,JK-6,01/09/1969,hamoffice@ed.amdsb.ca,hamlet.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,268003,Howick Central Public School,Elementary,English,Public,Not applicable,,,45010 Harriston Road RR 1,Gorrie,Ontario,N0G1X0,519-335-3566,519-335-6567,JK-8,01/09/1969,howoffice@ed.amdsb.ca,howick.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,268640,Hullett Central Public School,Elementary,English,Public,Not applicable,,,269 King St,Londesborough,Ontario,N0M2H0,519-523-4201,519-523-9282,JK-8,01/09/1969,huloffice@ed.amdsb.ca,hullett.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,273694,Huron Centennial Public School,Elementary,English,Public,Not applicable,,,39978 Centennial Rd RR 1,Brucefield,Ontario,N0M1J0,519-233-3330,519-233-3401,JK-8,01/09/1969,huroffice@ed.amdsb.ca,huroncentennial.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,923095,Listowel District Secondary School,Secondary,English,Public,Not applicable,,,155 Maitland Ave S,Listowel,Ontario,N4W2M4,519-291-1880,519-291-5590,12-Sep,01/09/1969,ldsoffice@ed.amdsb.ca,ldss.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,163619,Listowel Eastdale Public School,Elementary,English,Public,Not applicable,,,365 Nichol Ave S,Listowel,Ontario,N4W2M3,519-291-2930,519-291-1982,JK-6,01/09/1969,ledoffice@ed.amdsb.ca,listoweleastdale.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,285535,Little Falls Public School,Elementary,English,Public,Not applicable,,,25 Lindsay Atkinson Drive,St Marys,Ontario,N4X1B6,519-284-3615,519-284-2193,JK-6,01/09/2010,lfsoffice@ed.amdsb.ca,littlefalls.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,517103,Maitland River Elementary Public School,Elementary,English,Public,Not applicable,,,250 John St E,Wingham,Ontario,N0G2W0,519-357-3551,519-357-2174,JK-6,03/09/2013,mreoffice@ed.amdsb.ca,maitlandriver.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,366021,Milverton Public School,Elementary,English,Public,Not applicable,,,68 Mill St E,Milverton,Ontario,N0K1M0,519-595-8859,519-595-2392,JK-8,01/09/1969,miloffice@ed.amdsb.ca,milverton.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,135064,Mitchell District Elementary Public School,Elementary,English,Public,Not applicable,,,95 Francis Street 5,Mitchell,Ontario,N0K1N0,519-348-8495,519-348-4224,08-Jul,03/09/2013,mdsoffice@ed.amdsb.ca,mdhs.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,927120,Mitchell District High School,Secondary,English,Public,Not applicable,,,95 Frances St RR 5,Mitchell,Ontario,N0K1N0,519-348-8495,519-348-4224,12-Sep,01/09/1969,mdsoffice@ed.amdsb.ca,mdhs.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,372781,Mornington Central Public School,Elementary,English,Public,Not applicable,,,7241 Road 131 RR 1,Newton,Ontario,N0K1R0,519-595-8995,519-595-8992,JK-8,01/09/1969,moroffice@ed.amdsb.ca,mornington.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,406040,North Easthope Public School,Elementary,English,Public,Not applicable,,,4672 Road 108 RR 1,Stratford,Ontario,N5A6S2,519-625-8398,519-625-8890,JK-8,01/09/1969,noroffice@ed.amdsb.ca,northeasthope.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,459441,North Perth Westfield Elementary School,Elementary,English,Public,Not applicable,,,955 Binning Street,Listowel,Ontario,N4W0G3,519-291-6147,519-291-4667,JK-8,01/08/2016,nweoffice@ed.amdsb.ca,westfield.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,578519,North Woods Elementary School,Elementary,English,Public,Not applicable,,,84925 Ethel Line,Ethel,Ontario,N0G1T0,519-887-6601,519-887-9843,JK-6,01/09/2012,nweoffice@ed.amdsb.ca,northwoods.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,490040,Romeo Public School,Elementary,English,Public,Not applicable,,,49 Rebecca St,Stratford,Ontario,N5A3P2,519-271-4487,519-271-2036,JK-6,01/09/1969,romoffice@ed.amdsb.ca,romeo.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,504475,Seaforth Public School,Elementary,English,Public,Not applicable,,,58 Chalk North St N,Seaforth,Ontario,N0K1W0,519-527-0790,519-527-2123,JK-8,01/09/1969,seaoffice@ed.amdsb.ca,seaforth.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,507725,Shakespeare Public School,Elementary,English,Public,Not applicable,,,35 Mowat St,Stratford,Ontario,N5A2B8,519-271-3727,519-271-1284,JK-6,01/09/1969,shaoffice@ed.amdsb.ca,shakespeare.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,943118,South Huron District High School,Secondary,English,Public,Not applicable,,,92 Gidley St E,Exeter,Ontario,N0M1S6,519-235-0880,519-235-3461,12-Sep,01/09/1969,shdoffice@ed.amdsb.ca,shdhs.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,469900,South Huron Elementary Public School,Elementary,English,Public,Not applicable,,,92 Gidley Street East,Exeter,Ontario,N0M1S6,519-235-0880,519-235-3461,08-Jul,01/09/2012,shdoffice@ed.amdsb.ca,shdhs.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,523267,South Perth Centennial Public School,Elementary,English,Public,Not applicable,,,1866 Road 163 RR 1,St Marys,Ontario,N4X1C4,519-229-8920,519-229-8231,JK-8,01/09/1969,spcoffice@ed.amdsb.ca,southperth.amdsb.ca,https://amdsb.ca
West Region,B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),English,528650,Sprucedale Public School,Elementary,English,Public,Not applicable,,,2215 Fraser St,Shakespeare,Ontario,N0B2P0,519-625-8722,519-625-8886,JK-8,01/09/1969,sproffice@ed.amdsb.ca,sprucedale.amdsb.ca,https://amdsb.ca
